Référence du projet;Méthode;Nom du projet;RE potentielles (tCO2);RE vérifiées (tCO2);Région administrative;Demandeur;Date de notification;Date de labelisation;Financé à
15643629;Reboisement;Alliance Forêt bois / GCF n°364 Balizac 2;2042;0;Nouvelle Aquitaine;Alliance Forêts bois;05/01/2024;16/07/2024;0.00 %
17368500;Reboisement;RECONSTITUTION_BELIN-BELIET_SOCOGEF_P0046;4620;0;Nouvelle Aquitaine;Carbonapp SAS;12/04/2024;16/07/2024;0.00 %
16014634;Reboisement;Reboisement_Incendie_Mano_Socogef_P28;8478;0;Nouvelle Aquitaine;Oklima;29/01/2024;16/07/2024;0.00 %
18017134;Reboisement;Carbonapp n°230 Reboisement F. Belin-Béliet 26 (33);2510;0;Nouvelle Aquitaine;Carbonapp SAS;24/05/2024;16/07/2024;0.00 %
15642391;Reboisement;Reboisment_Incendie_Belin-Beliet_Socogef_;2147;0;Nouvelle Aquitaine;SASU SOCOGEF;05/01/2024;16/07/2024;0.00 %
16674892;Reboisement;Carbonapp n°217 Reboisement D. Moustey 1 (40);4405;0;Nouvelle Aquitaine;Carbonapp SAS;05/03/2024;16/07/2024;100.00 %
17353611;Reboisement;RECONSTITUTION BOIS INCENDIES_BELIN-BELIET_SOCOGEF_P45;3273;0;Nouvelle Aquitaine;SASU SOCOGEF;10/04/2024;16/07/2024;0.00 %
17825050;Reboisement;Carbonapp n°222 Reboisement D. Belin-Béliet 22 (33);6103;0;Nouvelle Aquitaine;Carbonapp SAS;10/05/2024;16/07/2024;96.00 %
17353789;Reboisement;RECONSTITUTION BOIS INCENDIES_LANDIRAS_SOCOGEF_P43;3043;0;Nouvelle Aquitaine;SASU SOCOGEF;11/04/2024;16/07/2024;0.00 %
17861719;Reboisement;Carbonapp n°224 Reboisement P. Belin-Béliet 24 (33);7733;0;Nouvelle Aquitaine;Carbonapp SAS;14/05/2024;16/07/2024;100.00 %
17370835;Reboisement;RECONSTITUTION PARCELLES INCENDIEES_BELIN-BELIET_SOCOGEF_P0054;2181;0;Nouvelle Aquitaine;;12/04/2024;16/07/2024;0.00 %
17885058;Reboisement;Carbonapp n°225 Reboisement Saint-Symphorien (33);2788;0;Nouvelle Aquitaine;Carbonapp SAS;15/05/2024;16/07/2024;45.00 %
17825085;Reboisement;Carbonapp n°223 Reboisement I. Belin-Béliet 23 (33);9678;0;Nouvelle Aquitaine;Carbonapp SAS;10/05/2024;16/07/2024;0.00 %
14920344;Reboisement;SF²X4C_EPERON_R1;2351;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;09/11/2023;15/07/2024;90.00 %
13698417;Grandes Cultures;ReSoil n°42 - Villemaréchal (77);695;0;Ile de France;ReSoil;15/08/2023;12/07/2024;100.00 %
15540217;Boisement;OKLIMA-forêt à VOUZON (lieu dit BOUJONNEAU);338;0;Centre Val de Loire;Oklima;27/12/2023;12/07/2024;0.00 %
17853259;Reboisement;STOCK CO2 n°256 - Centre Val de Loire (45);509;0;Centre Val de Loire;;13/05/2024;12/07/2024;0.00 %
16155886;Plantation de vergers;Carbonapp n°214 Verger Apt (84);65;0;PACA;Carbonapp SAS;16/03/2023;12/07/2024;0.00 %
15139447;Boisement;SF²X4C_Maubuisson_B2;1880;0;Ile de France;SOCIETE FORESTIERE;24/11/2023;11/07/2024;90.00 %
15606067;Reboisement;Alliance Forêts Bois / GCF n°361 Vert;193;0;Nouvelle Aquitaine;Alliance Forêts bois;03/01/2024;10/07/2024;0.00 %
13695734;Boisement;STOCK CO2 n°272 - Nouvelle Aquitaine (40);933;0;Nouvelle Aquitaine;;14/08/2023;10/07/2024;0.00 %
15198015;Plantation de vergers;Carbonapp n°138 Verger Loury (45);483;0;Centre Val de Loire;Carbonapp SAS;16/03/2023;10/07/2024;0.00 %
14268914;Plantation de vergers;Carbonapp n°143 Verger Valloire-sur-Cisse (41);276;0;Centre Val de Loire;Carbonapp SAS;16/03/2023;10/07/2024;0.00 %
15271889;Plantation de vergers;Carbonapp n°148 Verger Villiers-le-Morhier 2 (28);486;0;Centre Val de Loire;Carbonapp SAS;16/03/2023;10/07/2024;0.00 %
13698267;Grandes Cultures;ReSoil n°48 - Projet Grand-Est;8292;0;Grand Est;ReSoil;15/08/2023;10/07/2024;19.24 %
14579054;Plantation de vergers;Carbonapp n°150 Verger Ormoy (28);443;0;Centre Val de Loire;Carbonapp SAS;16/03/2023;10/07/2024;0.00 %
10765544;Plantation de vergers;REBOUL VIEUX;257;0;Occitanie;"Carbon&amp;Co";21/12/2021;09/07/2024;0.00 %
11854534;Boisement;Alliance Forêts Bois/GCF n°206 - Lanne-Soubiran (32);750;0;Occitanie;Alliance Forêts bois;17/03/2023;09/07/2024;100.00 %
13660186;Boisement;Alliance Forêts Bois/GCF n°295  Panjas (32);394;0;Occitanie;Alliance Forêts bois;09/08/2023;09/07/2024;0.00 %
15930199;Reboisement;Carbonapp n°206 Reboisement Marcilly-la-Gueurce (71);920;0;Bourgogne Franche Comté;Carbonapp SAS;23/01/2024;09/07/2024;100.00 %
16998073;Reboisement;SF²X4C_AUCLAIR_R1;1136;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;26/01/2024;09/07/2024;0.00 %
16772502;Reboisement;Alliance Forêts Bois / GCF n °400 - Espérausse;450;0;Occitanie;Alliance Forêts bois;11/03/2024;09/07/2024;0.00 %
17030051;Boisement;Alliance Forêts Bois / GCF n°406 - Le Fel (12);200;0;Occitanie;Alliance Forêts bois;25/03/2024;09/07/2024;0.00 %
14920114;Reboisement;SF²X4C_GUEDELON_R1;758;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;09/11/2023;08/07/2024;0.00 %
16574905;Grandes Cultures;Lycée Amiens - Le Paraclet GC;586;0;Hauts-de-France;Oklima;29/01/2024;05/07/2024;100.00 %
15904074;Boisement;SYLVO/Coopérative CFBL n°06 - SAINT ROMAIN SOUS GOURDON (71);413;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;22/01/2024;05/07/2024;100.00 %
16968024;Reboisement;Reforest'Action - Fillière (74);813;0;Auvergne Rhône Alpes;REFOREST'ACTION;21/03/2024;01/07/2024;25.80 %
16526813;Reboisement;Alliance Forêts Bois GCF / N°390  Terre-de-Bancalié;401;0;Occitanie;Alliance Forêts bois;27/02/2024;01/07/2024;0.00 %
16032840;Reboisement;Alliance Forêts Bois / GCF n° 372 Lacaune 3;311;0;Occitanie;Alliance Forêts bois;30/01/2024;01/07/2024;0.00 %
10765400;Plantation de vergers;SCEA TORDEUR;617;0;Hauts-de-France;CO2RESPONSABLES;22/09/2021;25/06/2024;0.00 %
15219104;Reboisement;STOCK CO2 n°331 - Bourgogne Franche Comté (21);1080;0;Bourgogne Franche Comté;;30/11/2023;25/06/2024;0.00 %
16217667;Reboisement;OKLIMA- forêt à Vendresse (Ardennes);5145;0;Grand Est;Oklima;09/02/2024;25/06/2024;90.00 %
13843846;Grandes Cultures;ReSoil n°168 - Nouvelle Aquitaine;2376;0;Nouvelle Aquitaine;ReSoil;29/08/2023;21/06/2024;48.50 %
15794271;Boisement;SEGRE EN ANJOU BLEU 3 - Fransylva Services;4888;0;Pays de la Loire;Fransylva Services ;15/01/2024;20/06/2024;100.00 %
15942463;Boisement;CHAMBELLAY - Fransylva Services;1993;0;Pays de la Loire;Fransylva Services ;24/01/2024;20/06/2024;0.00 %
10764672;Plantation de vergers;REBOUL VIEUX;404;0;Occitanie;"Carbon&amp;Co";06/04/2021;20/06/2024;0.00 %
10764982;Plantation de vergers;SEMALENS;320;0;Occitanie;"Carbon&amp;Co";13/01/2021;20/06/2024;0.00 %
15330739;Boisement;STOCK CO2 n°335 - Pays de la Loire (72);2211;0;Pays de la Loire;;08/12/2023;20/06/2024;79.96 %
15806555;Boisement;Alliance Forêt Bois / GCF n°367 Durtal;1025;0;Pays de la Loire;Alliance Forêts bois;16/01/2024;20/06/2024;100.00 %
15720719;Boisement;CNPF C+for n° 106 Grand'Landes (CDC n° 1);5146;0;Pays de la Loire;Olivier GLEIZES;10/01/2024;20/06/2024;100.00 %
15690694;CarbonAgri;STOCK CO2 n°344 - Pays de Loire (49);4232;0;Pays de la Loire;;07/07/2023;20/06/2024;9.54 %
12318840;Boisement;OKLIMA - Forêt de Beaulieu sous la Roche;1910;0;Pays de la Loire;Oklima;02/05/2023;20/06/2024;0.00 %
14921910;Reboisement;SF²X4C_CHAMPLIVAULT_R1;1941;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;09/11/2023;20/06/2024;0.00 %
10764937;Plantation de vergers;EARL IZARD;301;0;Occitanie;"Carbon&amp;Co";07/01/2021;20/06/2024;0.00 %
12039024;Reboisement;OKLIMA - Forêt de Malicorne-sur-Sarthe;3182;0;Pays de la Loire;Oklima;28/06/2023;20/06/2024;0.00 %
13003510;Boisement;Alliance Forêts Bois/GCF n°266 - Gaillères 2 (40);614;0;Nouvelle Aquitaine;Alliance Forêts bois;19/06/2023;19/06/2024;0.00 %
15957992;Boisement;Alliance Forêts Bois / GCF n° 370 Boisredon;3070;0;Nouvelle Aquitaine;Alliance Forêts bois;25/01/2024;19/06/2024;0.00 %
14291117;Boisement;Alliance Forêts Bois/GCF n°321 Lacquy (40);1800;0;Nouvelle Aquitaine;Alliance Forêts bois;27/09/2023;19/06/2024;0.00 %
15951770;Boisement;CNPF C+for n° 156 Barran (Pierre Fabre n° 4);2219;0;Occitanie;Olivier GLEIZES;24/01/2024;19/06/2024;100.00 %
10886961;Reboisement;Alliance Forêts Bois/GCF n°157 - Hostens 3 (33);1956;0;Nouvelle Aquitaine;Alliance Forêts bois;15/12/2022;18/06/2024;0.00 %
11633198;Reboisement;Coopératives forestières/COFORET n°13 - VALSONNE (69);1522;0;Auvergne Rhône Alpes;COFORET;28/02/2023;18/06/2024;0.00 %
13643045;Reboisement;Alliance Forêts Bois/GCF n° 290- Seignosse 3 (40);1420;0;Nouvelle Aquitaine;Alliance Forêts bois;08/08/2023;18/06/2024;0.00 %
15612486;Reboisement;Alliance Forêts Bois / GCF n°362 Vert;756;0;Nouvelle Aquitaine;Alliance Forêts bois;03/01/2024;18/06/2024;0.00 %
14795241;Reboisement;Coopératives forestières/COFORET n°34 - VIOLAY (42);905;0;Auvergne Rhône Alpes;COFORET;30/10/2023;18/06/2024;0.00 %
13531999;Reboisement;Alliance Forêts Bois/GCF n°284 Origne 3 (33);1405;0;Nouvelle Aquitaine;Alliance Forêts bois;28/07/2023;18/06/2024;0.00 %
16446043;Reboisement;OKLIMA - Forêt de Saint-Julien-Vocance;552;0;Auvergne Rhône Alpes;Oklima;22/02/2024;18/06/2024;90.00 %
14004751;Reboisement;Coopératives forestières / COFORET Un projet LBC n°32 - VALSONNE (69);448;0;Auvergne Rhône Alpes;COFORET;08/09/2023;18/06/2024;0.00 %
14248357;Reboisement;Alliance Forêts Bois/GCF n°314 La Roche-Chalais 4 (24);3329;0;Nouvelle Aquitaine;Alliance Forêts bois;25/09/2023;18/06/2024;0.00 %
10189931;Grandes Cultures;Aéroports de Lyon (VINCI Airports), Chambre d’Agriculture du Rhône et GEDA de l'Ozon, accélérateurs de la transition bas carbone en grandes cultures;9478;0;Auvergne Rhône Alpes;chambre d'agriculture du Rhône;11/10/2022;17/06/2024;42.00 %
10928140;Haies;Carbocage 2023;2382;0;Pays de la Loire;Solenat;20/12/2022;17/06/2024;99.99 %
17212489;Boisement;OKLIMA _Boisement à Saint Cécile;4169;0;Pays de la Loire;Oklima;04/04/2024;17/06/2024;90.00 %
16945122;Boisement;STOCK CO2 n°354 - Pays de la Loire (44);801;0;Pays de la Loire;;20/03/2024;17/06/2024;7.73 %
15372451;Boisement;Viennes la ville - Fransylva services;2414;0;Grand Est;Fransylva Services ;12/12/2023;13/06/2024;100.00 %
17370884;Boisement;STOCK CO2 n°352 - Grand Est (08);6086;0;Grand Est;;12/04/2024;13/06/2024;0.00 %
10703296;Boisement;Alliance Forêts Bois/GCF n°151 - Lessay (50);474;0;Normandie;Alliance Forêts bois;28/11/2022;11/06/2024;100.00 %
12217074;Boisement;SF²X4C_BOSGUERARD de MARCOUVILLE;3244;0;Normandie;SOCIETE FORESTIERE;17/04/2023;11/06/2024;90.00 %
17045691;Boisement;CNPF C+for n° 177 Tour de France 2024 Cazouls-lès-Béziers (A.S.O. n° 31);310;0;Occitanie;Olivier GLEIZES;27/03/2024;11/06/2024;100.00 %
14074975;Reboisement;STOCK CO2 n°305 - Normandie (14);1857;0;Normandie;;13/09/2023;11/06/2024;78.45 %
11896534;Boisement;Alliance Forêts Bois/GCF n°212 - Tilly (27);853;0;Normandie;Alliance Forêts bois;21/03/2023;11/06/2024;0.00 %
17873933;Boisement;CNPF C+for n° 173 Tour de France 2024 Colombey-les-Deux-Eglises (A.S.O. n° 27);219;0;Grand Est;Olivier GLEIZES;14/05/2024;11/06/2024;100.00 %
11896370;Boisement;Alliance Forêts Bois/GCF n°210 - Gonneville-Le Theil (50);2572;0;Normandie;Alliance Forêts bois;21/03/2023;11/06/2024;100.00 %
11294005;Boisement;STOCK CO2 n°197 - Normandie (14);1286;0;Normandie;;27/01/2023;11/06/2024;0.00 %
14919645;Reboisement;SF²X4C_POTENCE_R2;2417;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;09/11/2023;11/06/2024;0.00 %
16091888;Reboisement;STOCK CO2 n°318 - Nouvelle Aquitaine (40);4820;0;Nouvelle Aquitaine;;01/02/2024;10/06/2024;1.59 %
16686769;Boisement;Boisement à Vernon (Vienne);1754;0;Nouvelle Aquitaine;Oklima;06/03/2024;10/06/2024;0.00 %
14159860;Reboisement;Reboisement de Neldoreth;665;0;Bourgogne Franche Comté;Kloros;06/10/2023;10/06/2024;0.00 %
15239386;Boisement;STOCK CO2 n°333 - Nouvelle Aquitaine (40);935;0;Nouvelle Aquitaine;;01/12/2023;10/06/2024;0.00 %
13695755;Boisement;STOCK CO2 n°273 - Nouvelle Aquitaine (40);2653;0;Nouvelle Aquitaine;;14/08/2023;10/06/2024;0.00 %
16092434;Reboisement;STOCK CO2 n°323 - Nouvelle Aquitaine (40);1775;0;Nouvelle Aquitaine;;01/02/2024;10/06/2024;0.00 %
15775341;Boisement;Carbonapp n°200 Boisement Fienvillers (80);673;0;Hauts-de-France;Carbonapp SAS;15/01/2024;10/06/2024;100.00 %
14160669;Reboisement;Unisylva n°6 - Thauron (23);1578;0;Nouvelle Aquitaine;UNISYLVA;19/09/2023;10/06/2024;100.00 %
13262967;Rénovation;MELLOTTEE;338;0;Centre Val de Loire;ILEX ENVIRONNEMENT;28/07/2023;06/06/2024;0.00 %
14891831;Reboisement;SF²X4-BONNEVAL-R1;4015;0;Grand Est;SOCIETE FORESTIERE;07/11/2023;06/06/2024;0.00 %
9523973;Reboisement;ONF - FD Haut-Dourdou - parcelles 65 - 66 - 217 - 240 - 242 - 243;7152;0;Occitanie;EPIC;03/08/2022;04/06/2024;0.00 %
11403173;Reboisement;SYLVO/Coopérative CFBL n°01 - SAINT AGNAN (58);1577;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;06/02/2023;03/06/2024;100.00 %
14527944;Boisement;Boisement à Cabanac-et-Villagrains (Gironde);2382;0;Nouvelle Aquitaine;Oklima;11/10/2023;31/05/2024;90.00 %
16252824;Reboisement;Alliance Forêts Bois/ GCF n °384 Laluque;962;0;Nouvelle Aquitaine;Alliance Forêts bois;12/02/2024;31/05/2024;0.00 %
13225207;Boisement;La Chapelle Bertin - 01 - MaForêt #148 (43);388;0;Auvergne Rhône Alpes;Actiforest;17/12/2023;31/05/2024;0.00 %
14458817;Boisement;Boisement Angoumé;1631;0;Nouvelle Aquitaine;Oklima;12/02/2024;31/05/2024;90.00 %
14262750;Reboisement;Alliance Forêts Bois/GCF n°318 Vendays-Montalivet (33);710;0;Nouvelle Aquitaine;Alliance Forêts bois;26/09/2023;31/05/2024;0.00 %
15627955;Boisement;Boisement Bruch;4010;0;Nouvelle Aquitaine;Oklima;04/01/2024;31/05/2024;90.00 %
15141133;Plantation de vergers;Carbonapp n°90 Verger Oissery (77);220;0;Ile de France;Carbonapp SAS;16/03/2023;31/05/2024;0.00 %
16256061;Reboisement;Alliance Forêts Bois/ GCF n °385 Laluque;846;0;Nouvelle Aquitaine;Alliance Forêts bois;12/02/2024;31/05/2024;0.00 %
15896035;Reboisement;Reboisement à Mimizan et Magescq;3745;0;Nouvelle Aquitaine;Oklima;22/01/2024;30/05/2024;92.80 %
15929884;Boisement;Carbonapp n°209 Boisement Conteville-en-Ternois (62);1669;0;Hauts-de-France;Carbonapp SAS;23/01/2024;30/05/2024;100.00 %
15219311;Reboisement;Reboisement à Seignosse (Landes);1091;0;Nouvelle Aquitaine;Oklima;30/11/2023;30/05/2024;90.00 %
15828422;Reboisement;Reboisement à Soustons (Landes);204;0;Nouvelle Aquitaine;Oklima;17/01/2024;30/05/2024;90.00 %
14707548;Reboisement;CNPF C+for n° 85 Oise (IAE Paris n° 5);264;0;Hauts-de-France;Olivier GLEIZES;24/10/2023;30/05/2024;100.00 %
16500056;Rénovation;Coopérative  Carbone - Métropole Européenne de Lille (MEL) n°7 / Rénovation Roubaix (59);277;0;Hauts-de-France;COOPERATIVE CARBONE;26/02/2024;30/05/2024;100.00 %
16422868;Reboisement;Reboisement à Saumos (Gironde);22856;0;Nouvelle Aquitaine;Oklima;21/02/2024;30/05/2024;90.00 %
15839287;Reboisement;Reboisement à Léon (Landes);1323;0;Nouvelle Aquitaine;Oklima;17/01/2024;30/05/2024;0.00 %
17383677;Boisement;CNPF C+for n° 147 Bavinchove (EasyJet & EcoAct n° 2);787;0;Hauts-de-France;Olivier GLEIZES;12/04/2024;30/05/2024;100.00 %
13698533;Grandes Cultures;ReSoil n°44;2177;0;Hauts-de-France;ReSoil;15/08/2023;30/05/2024;24.80 %
13718854;Haies;Les haies de La Bruyère;314;0;Normandie;Le Printemps des Terres S.A.S;17/08/2023;29/05/2024;0.00 %
14613185;Boisement;Projet Néosylva - Centre-Val de Loire (37) - 2CFON-122;2080;0;Centre Val de Loire;NEOSYLVA INVESTISSEMENT FORESTIER;16/10/2023;29/05/2024;0.00 %
17077478;Boisement;Boisement_SAMBIN;1810;0;Centre Val de Loire;Oklima;27/03/2024;29/05/2024;90.00 %
10607304;Boisement;Projet Néosylva - Nouvelle-Aquitaine (64) - 2SALI-122;2274;0;Nouvelle Aquitaine;NEOSYLVA INVESTISSEMENT FORESTIER;16/11/2022;29/05/2024;60.40 %
15866568;Boisement;CNPF C+for n° 122 Tour de France 2023 Saligny-sur-Roudon (A.S.O. n° 18);1915;0;Auvergne Rhône Alpes;Olivier GLEIZES;19/01/2024;28/05/2024;100.00 %
12873211;Reboisement;Alliance Forêts Bois/GCF n°233 - Teillet 2 (81);805;0;Occitanie;Alliance Forêts bois;08/06/2023;28/05/2024;0.00 %
16988425;Reboisement;Boisement Olivier Louppe Jametz;2394;0;Grand Est;SELAS;22/03/2023;28/05/2024;0.00 %
15490399;Grandes Cultures;Carbone Farmers - Projet Secalia;18464;0;Bourgogne Franche Comté;Carbone Farmers;29/08/2022;28/05/2024;69.21 %
13829053;Reboisement;Alliance Forêts Bois/GCF n°304 Lacaune (81);673;0;Occitanie;Alliance Forêts bois;28/08/2023;28/05/2024;100.00 %
14441066;Reboisement;Belle Combe;6959;0;Bourgogne Franche Comté;Le Printemps des Terres S.A.S;09/10/2023;27/05/2024;0.00 %
17197774;Boisement;OKLIMA - forêt Aubigny-sur-Nère  ;1488;0;Centre Val de Loire;Oklima;03/04/2024;24/05/2024;100.00 %
17613847;Reboisement;OKLIMA - Forêt de Bélâbre ;1899;0;Centre Val de Loire;Oklima;25/04/2024;24/05/2024;0.00 %
16995330;Boisement;CNPF C+for n° 167 Rainneville (ASL Airlines n° 4);1703;0;Hauts-de-France;Olivier GLEIZES;25/03/2024;23/05/2024;100.00 %
16285305;Reboisement;Alliance Forêts Bois/ GCF n °386 Lacaze;333;0;Occitanie;Alliance Forêts bois;13/02/2024;22/05/2024;0.00 %
11934406;Boisement;Alliance Forêts Bois/GCF n°217 - Blousson-Sérian (32);1171;0;Occitanie;Alliance Forêts bois;24/03/2023;22/05/2024;100.00 %
13785243;Boisement;Alliance Forêts Bois/GCF n°304 Mirepoix (32);736;0;Occitanie;Alliance Forêts bois;24/08/2023;22/05/2024;0.00 %
13789557;Boisement;Faymoreau;2478;0;Pays de la Loire;Fransylva Services ;24/08/2023;21/05/2024;0.00 %
15020169;Boisement;Boisement à Courbeveille (Mayenne);2637;0;Pays de la Loire;Oklima;16/11/2023;21/05/2024;90.00 %
14068150;Construction;Evodia;690;0;Ile de France;Woodeum;07/04/2023;21/05/2024;0.00 %
14512162;Boisement;Le Bois Hu;551;0;Pays de la Loire;SELARL CABINET LORNE;01/03/2024;21/05/2024;0.00 %
15418766;Construction;Stellata;1127;0;Ile de France;Woodeum;07/04/2023;21/05/2024;0.00 %
11774531;Boisement;Boisement à Soudan (Loire-Atlantique);2978;0;Pays de la Loire;Oklima;28/06/2023;21/05/2024;100.00 %
12750585;Reboisement;Fercé sur Sarthe - Fransylva Services;3269;0;Pays de la Loire;Fransylva Services ;12/07/2023;21/05/2024;0.00 %
13428940;Reboisement;SF²X4C_LIBAVILLE_R1;8258;0;Grand Est;SOCIETE FORESTIERE;26/07/2023;17/05/2024;90.00 %
14874692;Reboisement;OKLIMA - forêt de Saint-Cyr-en-Val;140;0;Centre Val de Loire;Oklima;06/11/2023;16/05/2024;0.00 %
11678407;Reboisement;STOCK CO2 n°234 - Auvergne Rhône Alpes (03);529;0;Auvergne Rhône Alpes;;02/03/2023;14/05/2024;0.00 %
15818231;Plantation de vergers;amandiers;29;0;PACA;olivier pinel;16/01/2024;07/05/2024;0.00 %
15295630;Boisement;Ménéac - Fransylva services ;1545;0;Bretagne;Fransylva Services ;06/12/2023;06/05/2024;100.00 %
15479387;Plantation de vergers;STOCK CO2 n°342 - Occitanie (81);217;0;Occitanie;;20/12/2023;06/05/2024;86.64 %
13928523;Boisement;Boisement à Fontaine-le-Dun (Seine-Maritime);626;0;Normandie;Oklima;04/09/2023;06/05/2024;37.00 %
14447668;Reboisement;Alliance Forêts Bois/GCF n°331 Fontrieu (81);3614;0;Occitanie;Alliance Forêts bois;05/10/2023;06/05/2024;0.00 %
14166607;Reboisement;CORDEBUGLE - Fransylva Services;1113;0;Normandie;Fransylva Services ;19/09/2023;06/05/2024;0.00 %
15929377;Boisement;Carbonapp n°205 Boisement Fiennes (62);4332;0;Hauts-de-France;Carbonapp SAS;23/01/2024;06/05/2024;100.00 %
11026171;Boisement;STOCK CO2 n°192 - Normandie (50);622;0;Normandie;;03/01/2023;06/05/2024;79.90 %
10777793;Haies;SYMBIOSE Normandie – Carbone de la haie bocagère 2022;3193;0;Normandie;Symbiose Normanide, Paiements pour Services Environnementaux;08/12/2022;06/05/2024;0.68 %
10015924;Boisement;GCF/Nord Seine Forêt 2A n°34 - Aubéguimont (76);940;0;Normandie;Forêts & Bois de l'Est;18/10/2021;06/05/2024;0.00 %
15350935;Boisement;SF²X4C_Ferme Mésangère_B1;1175;0;Normandie;SOCIETE FORESTIERE;11/12/2023;06/05/2024;80.09 %
15826482;Boisement;Carbonapp n°202 Boisement Saint-Josse (62);1629;0;Hauts-de-France;Carbonapp SAS;17/01/2024;06/05/2024;100.00 %
12621856;Boisement;Alliance Forêts Bois/GCF n°256 - Mesnil en Ouche (27);2332;0;Normandie;Alliance Forêts bois;22/05/2023;06/05/2024;100.00 %
10032400;Boisement;GCF/Nord Seine Forêt 2A n°35 - Saint-Valery-en-Caux (76);438;0;Normandie;Forêts & Bois de l'Est;10/11/2021;06/05/2024;100.00 %
13870890;Grandes Cultures;STOCK CO2 n°93;2625;0;Grand Est;;15/07/2022;03/05/2024;28.49 %
13719794;Reboisement;SF²X4C_CHARLET_R3;2743;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;17/08/2023;30/04/2024;0.00 %
11131021;Reboisement;CNPF C+for n° 114 Baugé -en-Anjou (Ministère de l'Agriculture et de la Souveraineté alimentaire n° 1);1478;0;Pays de la Loire;Olivier GLEIZES;23/02/2024;30/04/2024;100.00 %
12464529;Boisement;Boisement Chemiré en Charnie ;1244;0;Pays de la Loire;André  Jouve;08/03/2024;30/04/2024;0.00 %
12955930;Reboisement;MaForêt #53 Mulsanne (72);1171;0;Pays de la Loire;Actiforest;15/06/2023;30/04/2024;100.00 %
15894041;Boisement;SYLVO/Coopérative CFBL n°05 - BAUGE EN ANJOU (49);1464;0;Pays de la Loire;CFBL Coopérative Forestière;22/01/2024;30/04/2024;100.00 %
15549071;Boisement;SF²X4C_ ANDREVILLE_B1;4512;0;Pays de la Loire;SOCIETE FORESTIERE;28/12/2023;30/04/2024;90.00 %
15833977;Reboisement;MaForêt #77 Mulsanne, Teloché, Ruaudin (72);13984;0;Pays de la Loire;Actiforest;17/01/2024;30/04/2024;100.00 %
12751104;Reboisement;Alliance Forêts Bois/GCF n°260 - Peux-et-Couffouleux (12);1108;0;Occitanie;Alliance Forêts bois;31/05/2023;25/04/2024;100.00 %
11285424;Reboisement;STOCK CO2 n°196 - Occitanie (81);745;0;Occitanie;;26/01/2023;25/04/2024;0.00 %
14670339;Boisement;Coopératives Forestières/CFBL n°2309 - SAINT CIRGUES LA LOUTRE (19);977;0;Nouvelle Aquitaine;CFBL Coopérative Forestière;19/10/2023;24/04/2024;100.00 %
16639132;Reboisement;Carbonapp n°216 Reboisement Belin-Béliet 19 (33);1468;0;Nouvelle Aquitaine;Carbonapp SAS;04/03/2024;24/04/2024;91.00 %
11760481;Boisement;CNPF C+for n° 165 Saint-Pardon-de-Conques (Teréga n° 6);456;0;Nouvelle Aquitaine;Olivier GLEIZES;09/03/2023;24/04/2024;100.00 %
15665275;Reboisement;Alliance Forêts Bois / GCF n° 366 Balizac;386;0;Nouvelle Aquitaine;Alliance Forêts bois;08/01/2024;24/04/2024;0.00 %
16017930;Balivage;CNPF C+for n° 125 Tour de France 2023 Périgord Limousin balivage (A.S.O. n° 21);79;0;Nouvelle Aquitaine;Olivier GLEIZES;29/01/2024;24/04/2024;100.00 %
