Référence du projet;Méthode;Nom du projet;RE potentielles (tCO2);RE vérifiées (tCO2);Région administrative;Demandeur;Date de notification;Date de labelisation;Financé à
10764670;Plantation de vergers;MB AMANDIERS DE PROVENCE;2808;0;PACA;"Carbon&amp;Co";06/01/2021;11/10/2024;0.00 %
10765098;Plantation de vergers;DOMAINE SAINT GEORGE;462;0;PACA;"Carbon&amp;Co";19/03/2021;11/10/2024;0.00 %
16998256;Reboisement;SF²X4C_GRANDCHAMP_R1;1786;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;26/01/2024;10/10/2024;0.00 %
17383195;Reboisement;STOCK CO2 n°337 - Grand Est (08);953;0;Grand Est;;12/04/2024;10/10/2024;0.00 %
13660967;Boisement;Alliance Forêts Bois/GCF n°297  Viella (32);3640;0;Occitanie;Alliance Forêts bois;09/08/2023;08/10/2024;0.00 %
16786003;Reboisement;OKLIMA- forêt de La Salvetat-sur-Agout;2577;0;Occitanie;Oklima;12/03/2024;08/10/2024;90.00 %
13120837;Reboisement;Office National des Forêts - Forêt domaniale du Haut-Agout - parcelles 22 - 23 - 25 - 55;2546;0;Occitanie;EPIC;27/06/2023;08/10/2024;0.00 %
16061752;Reboisement;SF²X4C_SECHEVAL_R1;10403;0;Grand Est;SOCIETE FORESTIERE;23/01/2024;08/10/2024;90.00 %
18655883;Reboisement;AUMESSAS - Fransylva Services;1025;0;Occitanie;Fransylva Services ;27/06/2024;08/10/2024;100.00 %
14418628;Reboisement;Alliance Forêts Bois/GCF n°328 Béziers  (34);214;0;Occitanie;Alliance Forêts bois;04/10/2023;08/10/2024;0.00 %
17687414;Reboisement;Alliance Forêts Bois / GCF n° 431 Le Bez 2 (81)  ;425;0;Occitanie;Alliance Forêts bois;30/04/2024;08/10/2024;0.00 %
19147455;Reboisement;OKLIMA-Forêt-Fougax-Et-Barrineuf;1973;0;Occitanie;Oklima;23/07/2024;08/10/2024;0.00 %
15192203;Reboisement;ONF-REBOISEMENT-FC SEMONS-1;1172;0;Auvergne Rhône Alpes;Office National des forêts;29/11/2023;07/10/2024;100.00 %
16999268;Reboisement;SF²X4C_MONTVIANEIX_R1;1188;0;Auvergne Rhône Alpes;SOCIETE FORESTIERE;26/01/2024;07/10/2024;0.00 %
17981372;Boisement;Carbonapp n°229 Boisement Gouise (03);1886;0;Auvergne Rhône Alpes;Carbonapp SAS;22/05/2024;07/10/2024;100.00 %
13697364;Grandes Cultures;ReSoil n°90 - Drôme;2734;0;Auvergne Rhône Alpes;ReSoil;15/08/2023;07/10/2024;22.31 %
17918747;Reboisement;CNPF C+for n° 171 Tour de France 2024 Saint-Cassin (A.S.O. n° 25);388;0;Auvergne Rhône Alpes;Olivier GLEIZES;17/05/2024;07/10/2024;100.00 %
18212435;Reboisement;OKLIMA - forêt de Mazerat-Aurouze;4314;0;Auvergne Rhône Alpes;Oklima;06/06/2024;07/10/2024;90.00 %
18579008;Reboisement;OKLIMA-Forêt-Le Vernet Sainte Marguerite;2983;0;Auvergne Rhône Alpes;Oklima;25/06/2024;07/10/2024;0.00 %
17671995;Reboisement;ONF-REBOISEMENT-FC-ECOLE-EN-BAUGE;165;0;Auvergne Rhône Alpes;Office National des forêts;29/04/2024;04/10/2024;100.00 %
17461069;Boisement;OKLIMA - Forêt de Poudenas/Sainte-Maure-de-Peyriac;5878;0;Nouvelle Aquitaine;Oklima;17/04/2024;04/10/2024;0.00 %
15499258;Boisement;Saint Sulpice le Guérétois - Fransylva Services;3276;0;Nouvelle Aquitaine;Fransylva Services ;21/12/2023;04/10/2024;100.00 %
17312243;Boisement;Boisement de terres agricoles _ SAILLANS (33) _ SOCOGEF _ P26;1665;0;Nouvelle Aquitaine;SASU SOCOGEF;09/04/2024;04/10/2024;0.00 %
17020203;Boisement;STOCK CO2 n°356 - Nouvelle Aquitaine (33);1450;0;Nouvelle Aquitaine;;25/03/2024;04/10/2024;0.00 %
18109423;Boisement;CNPF C+for n° 176 Tour de France 2024 Casteide-Cami (A.S.O. n° 30);381;0;Nouvelle Aquitaine;Olivier GLEIZES;30/05/2024;04/10/2024;100.00 %
18128970;Reboisement;Carbonapp n°232 Reboisement R. Belin-Béliet 27 (33);2668;0;Nouvelle Aquitaine;Carbonapp SAS;31/05/2024;04/10/2024;100.00 %
16041657;Reboisement;Carbonapp n°249 Reboisement Servon-Melzicourt (51);7607;0;Grand Est;Carbonapp SAS;30/01/2024;04/10/2024;100.00 %
18286457;Reboisement;Carbonapp n°233 Reboisement D. Louchats 1 (33);11469;0;Nouvelle Aquitaine;Carbonapp SAS;10/06/2024;04/10/2024;43.10 %
16737470;Boisement;CNPF C+for n° 159 Durmignat ( Banque Populaire AURA n° 1);519;0;Auvergne Rhône Alpes;Olivier GLEIZES;08/03/2024;04/10/2024;100.00 %
14891894;Reboisement;SF²X4C-DANNONCE-R1;1014;0;Grand Est;SOCIETE FORESTIERE;07/11/2023;03/10/2024;90.00 %
14752578;Boisement;Projet Néosylva - Auvergne-Rhône-Alpes (38) - 2TOUR-123;1127;0;Auvergne Rhône Alpes;NEOSYLVA INVESTISSEMENT FORESTIER;26/10/2023;03/10/2024;0.00 %
15191929;Reboisement;ONF_REBOISEMENT_FD_CHAUTAGNE_2;1855;0;Auvergne Rhône Alpes;Office National des forêts;29/11/2023;03/10/2024;100.00 %
20245297;Boisement;Pierre Aussedat-Boisement de Bernieulles (62);580;0;Hauts-de-France;Pierre Aussedat SARL;07/12/2021;01/10/2024;0.00 %
13105824;Sobac'eco-tmm;STOCK CO2 n°215 - Pays de la Loire (44);533;0;Pays de la Loire;;26/06/2023;30/09/2024;0.00 %
15487631;Grandes Cultures;SysFarm - Projet Ile de France N°16;12113;0;Ile de France;SAS SYSFARM;12/10/2022;30/09/2024;8.28 %
13697435;Grandes Cultures;ReSoil n°99 - Yonne;2556;0;Bourgogne Franche Comté;ReSoil;15/08/2023;30/09/2024;0.00 %
18745473;Boisement;Alliance Forêt Bois / GCF  n° 448 - Durtal  (49);938;0;Pays de la Loire;Alliance Forêts bois;01/07/2024;27/09/2024;0.00 %
14891557;Reboisement;SF²X4C-ESSART LA DAME-R1;6448;0;Grand Est;SOCIETE FORESTIERE;07/11/2023;27/09/2024;90.00 %
19131024;Reboisement;Carbonapp n°242 Reboisement Vensac (33);1453;0;Nouvelle Aquitaine;Carbonapp SAS;22/07/2024;27/09/2024;0.00 %
15219001;Boisement;STOCK CO2 n°330 - Pays de la Loire (85);247;0;Pays de la Loire;;30/11/2023;27/09/2024;80.16 %
17370186;Boisement;BOISEMENT ANCIENNES TERRES AGRICOLES_CERE_SOCOGEF_P0050;1953;0;Nouvelle Aquitaine;SASU SOCOGEF;12/04/2024;27/09/2024;0.00 %
16898760;Boisement;Carbonapp n°218 Boisement Sérent (56);635;0;Bretagne;Carbonapp SAS;18/03/2024;27/09/2024;0.00 %
18292995;Boisement;CNPF C+for n° 181 Averton (MTECT n° 4);1587;0;Pays de la Loire;Olivier GLEIZES;10/06/2024;27/09/2024;100.00 %
15365640;Boisement;Commana - Fransylva services;2220;0;Bretagne;Fransylva Services ;12/12/2023;27/09/2024;100.00 %
15803363;Boisement;GENNES SUR SEICHE - Fransylva Services;1611;0;Bretagne;Fransylva Services ;16/01/2024;27/09/2024;73.10 %
13845080;Grandes Cultures;ReSoil n°171 - Nouvelle Aquitaine;4457;0;Nouvelle Aquitaine;ReSoil;29/08/2023;27/09/2024;6.96 %
16108737;Boisement;MAINSAT - Fransylva Services;1128;0;Nouvelle Aquitaine;Fransylva Services ;02/02/2024;24/09/2024;88.65 %
18333447;Boisement;Carbonapp n°234 Boisement Cocumont 1 (47);765;0;Nouvelle Aquitaine;Carbonapp SAS;12/06/2024;24/09/2024;100.00 %
15470581;Boisement;Boisement_friche_St-Martin-Curton_Socogef_P17;441;0;Nouvelle Aquitaine;SASU SOCOGEF;20/12/2023;24/09/2024;0.00 %
18888653;Boisement;Carbonapp n°238 Boisement Cocumont 2 (47);1305;0;Nouvelle Aquitaine;Carbonapp SAS;08/07/2024;24/09/2024;100.00 %
17995841;Reboisement;Carbonapp n°227 Reboisement M. Belin-Béliet 25 (33);2114;0;Nouvelle Aquitaine;Carbonapp SAS;23/05/2024;24/09/2024;100.00 %
13698553;Grandes Cultures;ReSoil n°155 - Hauts-de-France;8051;0;Hauts-de-France;ReSoil;15/08/2023;20/09/2024;0.00 %
18669460;Boisement;CNPF C+for n° 169 Masnières (Deloitte France n° 2);1170;0;Hauts-de-France;Olivier GLEIZES;06/06/2024;20/09/2024;100.00 %
13698406;Grandes Cultures;ReSoil n°42 - Bassin Parisien;11158;0;Ile de France;ReSoil;15/08/2023;19/09/2024;0.00 %
18893596;CarbonAgri;STOCK CO2 n°118 - Bourgogne Franche Comté (21);2864;0;Bourgogne Franche Comté;;08/07/2024;19/09/2024;0.00 %
14524682;Reboisement;SYLVO/Coopérative CFBL n°02 - MORNAY (71);2675;0;Bourgogne Franche Comté;CFBL Coopérative Forestière;11/10/2023;19/09/2024;0.00 %
13991243;Reboisement;ONF - Reboisement en forêt domaniale de la WOEVRE (55) - saison 2023_2024;2419;0;Grand Est;Office National des Forêts;07/09/2023;17/09/2024;0.00 %
10823910;Plantation de vergers;Carbonapp n°84 Verger Daglan 2 (24);32;0;Nouvelle Aquitaine;Carbonapp SAS;23/11/2022;17/09/2024;0.00 %
10764547;Plantation de vergers;GAEC DE BRUNEL;528;0;Occitanie;"Carbon&amp;Co";31/12/2020;11/09/2024;0.00 %
17865289;Reboisement;CNPF C+for n° 162 Les Rives (Milhe & Avons n° 1);492;0;Occitanie;Olivier GLEIZES;14/05/2024;10/09/2024;100.00 %
16915448;Boisement;Alliance Forêts Bois / GCF n°402 - Laval-Roquecezière;1339;0;Occitanie;Alliance Forêts bois;19/03/2024;09/09/2024;100.00 %
18086589;Boisement;Carbonapp n°231 Boisement Avelesges (80);891;0;Hauts-de-France;Carbonapp SAS;29/05/2024;09/09/2024;0.00 %
11636539;Plantation de vergers;AGOTERRA - Verger Récoltes et Nous;3;0;Hauts-de-France;AGOTERRA;28/02/2023;09/09/2024;0.00 %
16202331;Reboisement;Alliance Forêts Bois/ GCF n°381  Le Bez;232;0;Occitanie;Alliance Forêts bois;08/02/2024;09/09/2024;0.00 %
18984707;Boisement;Carbonapp n°241 Boisement Lerzy (02);1929;0;Hauts-de-France;Carbonapp SAS;12/07/2024;09/09/2024;100.00 %
16532549;Reboisement;Alliance Forêts Bois GCF / N°391  Castres;346;0;Occitanie;Alliance Forêts bois;27/02/2024;09/09/2024;0.00 %
16479096;Reboisement;STOCK CO2 n°348 - Nouvelle Aquitaine (40);857;0;Nouvelle Aquitaine;;23/02/2024;06/09/2024;0.00 %
17701283;Reboisement;Alliance Forêts Bois / GCF n°434 Magescq 4 (40);1760;0;Nouvelle Aquitaine;Alliance Forêts bois;30/04/2024;06/09/2024;0.00 %
15940324;Plantation de vergers;Carbonapp n°212 Verger Lamothe-Montravel 2 (24);117;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
13422617;Plantation de vergers;Carbonapp n°89 Verger Saint-Clément (19);170;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
14662225;Plantation de vergers;Carbonapp n°151 Verger Varès 3 (47);540;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
16092149;Reboisement;STOCK CO2 n°320 - Nouvelle Aquitaine (33);4963;0;Nouvelle Aquitaine;;01/02/2024;06/09/2024;26.64 %
16758186;Reboisement;Alliance Forêts Bois / GCF n°399 - Saint Magne 8 (33);3918;0;Nouvelle Aquitaine;Alliance Forêts bois;11/03/2024;06/09/2024;0.00 %
17369576;Reboisement;RECONSTITUTION PARCELLES INCENDIEES_ST MAGNE_SOCOGEF_P0047;4338;0;Nouvelle Aquitaine;Oklima;12/04/2024;06/09/2024;90.00 %
17741630;Reboisement;MaForêt #133 - Azur (40);2525;0;Nouvelle Aquitaine;Actiforest;03/05/2024;06/09/2024;100.00 %
14385317;Plantation de vergers;Carbonapp n°110 Verger Saint-Etienne-de-Fougères 3 (47);175;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
14461825;Plantation de vergers;Carbonapp n°149 Verger Saint-Sever (40);579;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
17272526;Boisement;Alliance Forêts Bois/ GCF n°424 Sainte-Croix-Du-Mont;2269;0;Nouvelle Aquitaine;Alliance Forêts bois;08/04/2024;06/09/2024;0.00 %
14271742;Plantation de vergers;Carbonapp n°81 Verger Troche (19);156;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
17955332;Reboisement;Carbonapp n°226 Reboisement Saint-Magne 2 (33);2599;0;Nouvelle Aquitaine;Carbonapp SAS;21/05/2024;06/09/2024;0.00 %
16184413;Boisement;Alliance Forêts Bois/ GCF n°378 Baron (33);1279;0;Nouvelle Aquitaine;Alliance Forêts bois;07/02/2024;06/09/2024;0.00 %
11841529;Vergers collectifs;Carbonapp - Dossier Collectif - Vergers n°6;6220;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;36.01 %
15155982;Plantation de vergers;Carbonapp n°166 Verger Pinel-Hauterive (47);217;0;Nouvelle Aquitaine;Carbonapp SAS;16/03/2023;06/09/2024;0.00 %
16477497;Reboisement;Alliance Forêts Bois / GCF n°387 Pillac;439;0;Nouvelle Aquitaine;Alliance Forêts bois;23/02/2024;05/09/2024;0.00 %
12407713;Reboisement;SF²X4C_ Marsois_R1;2148;0;Grand Est;SOCIETE FORESTIERE;02/05/2023;03/09/2024;90.00 %
13606768;Grandes Cultures;Coopérative  Carbone -  n° 10 Union Entente / Grandes cultures  Tonnay-Boutonne (17);16644;0;Nouvelle Aquitaine;COOPERATIVE CARBONE;23/08/2023;02/09/2024;0.51 %
14266319;Vergers collectifs;Carbon&Co_Occitanie n°1;5083;0;Occitanie;"Carbon&amp;Co";02/12/2022;02/09/2024;33.60 %
13697359;Grandes Cultures;ReSoil n°89 - Auvergne Rhône Alpes;2168;0;Auvergne Rhône Alpes;ReSoil;15/08/2023;30/08/2024;54.92 %
14489133;Boisement;ONF-BOISEMENT-FC-BEAUFORT-1;698;0;Auvergne Rhône Alpes;Office National des forêts;09/10/2023;29/08/2024;100.00 %
15191104;Boisement;ONF - Boisement - FC Les ALLUES-2;296;0;Auvergne Rhône Alpes;Office National des forêts;29/11/2023;29/08/2024;100.00 %
14490693;Boisement;ONF-BOISEMENT-FC-LA_PLAGNE-1;249;0;Auvergne Rhône Alpes;Office National des forêts;09/10/2023;29/08/2024;100.00 %
17455357;Reboisement;ONF-REBOISEMENT-FC_ST_HELENE_SUR_ISERE;1039;0;Auvergne Rhône Alpes;Office National des forêts;17/04/2024;29/08/2024;100.00 %
18453645;Boisement;STOCK CO2 n°366 - Grand Est (10);4684;0;Grand Est;;18/06/2024;27/08/2024;0.00 %
14458161;Reboisement;Alliance Forêts Bois/GCF n°332 Fontrieu 2 (81);1298;0;Occitanie;Alliance Forêts bois;06/10/2023;27/08/2024;0.00 %
14892026;Reboisement;SF²X4C-MAREILLES-R2;11585;0;Grand Est;SOCIETE FORESTIERE;07/11/2023;27/08/2024;90.00 %
15509836;Boisement;Alliance Forêts Bois / GCF n°357 Putanges-Le-Lac;686;0;Normandie;Alliance Forêts bois;22/12/2023;26/08/2024;0.00 %
16273428;CarbonAgri;FCAA_N°2bis;12656;0;Normandie;FCAA;31/01/2021;26/08/2024;0.00 %
10757140;CarbonAgri;FCAA_N°3_CARBON_AGRI;705243;0;Normandie;FCAA;05/12/2022;26/08/2024;5.57 %
10703046;Boisement;Alliance Forêts Bois/GCF n°149 - La Ferté en Ouche (61);2425;0;Normandie;Alliance Forêts bois;28/11/2022;26/08/2024;0.00 %
15512799;Boisement;Alliance Forêts Bois / GCF n°360 Douvrend;177;0;Normandie;Alliance Forêts bois;22/12/2023;26/08/2024;100.00 %
14333504;Grandes Cultures;SysFarm - Projet Centre Val de Loire N°20;5820;0;Centre Val de Loire;SAS SYSFARM;30/09/2022;21/08/2024;0.03 %
13681000;Grandes Cultures;ReSoil n°55 - Centre Val de Loire;824;0;Centre Val de Loire;ReSoil;11/08/2023;21/08/2024;60.00 %
17920175;Boisement;CNPF C+for n° 178 Tour de France 2024 Roujan (A.S.O. n° 32);626;0;Occitanie;Olivier GLEIZES;18/06/2024;20/08/2024;100.00 %
12379526;Reboisement;SF²X4C_JOIGNY_R1;1377;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;28/04/2023;19/08/2024;0.00 %
17072250;Boisement;Alliance Forêts Bois / GCF n°413 - Baugé en Anjou 3 (49);1139;0;Pays de la Loire;Alliance Forêts bois;27/03/2024;14/08/2024;0.00 %
15174532;Boisement;STOCK CO2 n°328 - Pays de la Loire (85);4754;0;Pays de la Loire;;28/11/2023;14/08/2024;80.00 %
13681271;Grandes Cultures;ReSoil n°59 - Pays de la Loire;2415;0;Pays de la Loire;ReSoil;11/08/2023;14/08/2024;29.48 %
15915880;Construction;Carbonapp n°228 Bâtiment neuf biosourcé Les Herbiers (85);41;0;Pays de la Loire;Carbonapp SAS;23/01/2024;14/08/2024;0.00 %
14965958;Construction;Carbonapp n°243 Bâtiment neuf biosourcé Laval (53);186;0;Pays de la Loire;Carbonapp SAS;13/11/2023;14/08/2024;0.00 %
13503179;Boisement;BRISSAC - Fransylva Services;886;0;Pays de la Loire;Fransylva Services ;26/07/2023;14/08/2024;97.63 %
13680368;Grandes Cultures;ReSoil n°46 - Loire-Atlantique;2257;0;Pays de la Loire;ReSoil;11/08/2023;14/08/2024;11.52 %
18002285;Boisement;CNPF C+for n° 180 Loiron-Ruillé n° 2 (MTECT n° 3);1987;0;Pays de la Loire;Olivier GLEIZES;23/05/2024;14/08/2024;100.00 %
18669478;Boisement;CNPF C+for n° 168 Chemazé (Deloitte France n° 1);1208;0;Pays de la Loire;Olivier GLEIZES;27/06/2024;14/08/2024;100.00 %
13437099;Grandes Cultures;STOCK CO2 n°355 - Pays de Loire (85);14781;0;Pays de la Loire;;20/07/2023;14/08/2024;2.44 %
18835619;Boisement;OKLIMA - Forêt de Saint-Mars-de-Coutais;904;0;Pays de la Loire;Oklima;04/07/2024;14/08/2024;0.00 %
13698277;Grandes Cultures;ReSoil n°49 - Projet Grand- Est;3655;0;Grand Est;ReSoil;15/08/2023;13/08/2024;20.13 %
17383525;Reboisement;STOCK CO2 n°338 - Grand Est (08);3229;0;Grand Est;;12/04/2024;13/08/2024;0.00 %
13151263;Reboisement;ONF - REBOISEMENT NORD COTE D'OR CHATILLONNAIS;1980;0;Bourgogne Franche Comté;OFFICE NATIONAL DES FORETS BOURGOGNE FRANCHE COMTE;29/06/2023;09/08/2024;100.00 %
16998208;Reboisement;SF²X4C_BONJOUR_R1;6100;0;Bourgogne Franche Comté;SOCIETE FORESTIERE;26/01/2024;09/08/2024;0.00 %
17784828;Reboisement;SF²X4C_Jard_R1;5820;0;Grand Est;SOCIETE FORESTIERE;06/05/2024;05/08/2024;0.00 %
16963765;Reboisement;Carbonapp n°213 Reboisement Beulotte-Saint-Laurent (70);1855;0;Bourgogne Franche Comté;Carbonapp SAS;21/03/2024;02/08/2024;100.00 %
16677402;Boisement;OKLIMA - Forêt d'Hauterives;472;0;Auvergne Rhône Alpes;Oklima;05/03/2024;02/08/2024;0.00 %
15357249;Reboisement;Alliance Forêts Bois / GCF n°350 Le Masnau-Massuguiès;1182;0;Occitanie;Alliance Forêts bois;11/12/2023;01/08/2024;0.00 %
15946011;Boisement;Saint Quentin la Porterie 2 - Fransylva Services;426;0;Occitanie;Fransylva Services ;24/01/2024;01/08/2024;93.00 %
16073430;Reboisement;Alliance Forêt Bois / GCF n°374 Mano;582;0;Nouvelle Aquitaine;Alliance Forêts bois;01/02/2024;01/08/2024;0.00 %
14497113;Reboisement;CNPF C+for n° 155 Pierre Fabre Le Carla (Pierre Fabre n° 3);1127;0;Occitanie;Olivier GLEIZES;09/10/2023;01/08/2024;100.00 %
14441445;Reboisement;Alliance Forêts Bois/GCF n°330 Anglès (81);932;0;Occitanie;Alliance Forêts bois;05/10/2023;01/08/2024;0.00 %
17286053;Reboisement;Alliance Forêts Bois / GCF n°425 Saint Izaire (12);1168;0;Occitanie;Alliance Forêts bois;08/04/2024;01/08/2024;0.00 %
17586054;Reboisement;Alliance Forêts Bois / GCF n° 430 Fontrieu 4 (81);553;0;Occitanie;Alliance Forêts bois;24/04/2024;31/07/2024;0.00 %
9987337;Grandes Cultures;FCAA_N°3_Grandes_Cultures;59676;0;Hauts-de-France;FCAA;14/10/2022;31/07/2024;34.64 %
17286973;Boisement;Alliance Forêts Bois / GCF n° 388 Poulan Pouzols;1730;0;Occitanie;Alliance Forêts bois;08/04/2024;31/07/2024;0.00 %
11282743;Reboisement;Reboisement Mont-Dore;960;0;Auvergne Rhône Alpes;Oklima;01/06/2023;31/07/2024;0.00 %
14556384;Boisement;Alliance Forêts Bois / Saint-Jean-Mirabel GCF n°338;992;0;Occitanie;Alliance Forêts bois;16/10/2023;31/07/2024;100.00 %
17620487;Rénovation;LBC1;311;0;Hauts-de-France;NEOCEM;27/05/2024;31/07/2024;0.00 %
14881107;Boisement;SAINT GENEYS - Fransylva Services;256;0;Auvergne Rhône Alpes;Fransylva Services ;06/11/2023;31/07/2024;100.00 %
15930034;Boisement;Carbonapp n°210 Boisement Fieffes-Montrelet (80);612;0;Hauts-de-France;Carbonapp SAS;23/01/2024;31/07/2024;100.00 %
16210061;Boisement;CNPF C+for n° 146 Millam (La Poste n° 30);500;0;Hauts-de-France;Olivier GLEIZES;08/02/2024;31/07/2024;100.00 %
13983405;Boisement;Boisement Chirat-l'Eglise;1628;0;Auvergne Rhône Alpes;Oklima;07/09/2023;31/07/2024;0.00 %
13842364;Boisement;Lachapelle Graillouse - Fransylva Services;301;0;Auvergne Rhône Alpes;Fransylva Services ;29/08/2023;31/07/2024;100.00 %
16523899;Boisement;Boisement Saint André en Vivarais ;1327;0;Auvergne Rhône Alpes;Oklima;27/02/2024;31/07/2024;90.00 %
10497947;Boisement;STOCK CO2 n°181 - Auvergne Rhône Alpes (26);2948;0;Auvergne Rhône Alpes;;09/02/2022;31/07/2024;41.69 %
16254643;Boisement;Oklima-Forêt-Rochepaule;477;0;Auvergne Rhône Alpes;Oklima;13/02/2024;31/07/2024;0.00 %
15398191;Boisement;SF²X4C_Bondonnière_B1;730;0;Centre Val de Loire;SOCIETE FORESTIERE;14/12/2023;30/07/2024;90.00 %
17060577;Boisement;Alliance Forêts Bois / GCF n° 409 - Putanges Le Lac (61);851;0;Normandie;Alliance Forêts bois;26/03/2024;26/07/2024;0.00 %
16152290;Boisement;Alliance Forêts Bois / GCF n° 377 La Ferriere au Doyen ;385;0;Normandie;Alliance Forêts bois;06/02/2024;26/07/2024;0.00 %
16964208;Boisement;Carbonapp n°220 Boisement Le Vicel (50);2143;0;Normandie;Carbonapp SAS;21/03/2024;26/07/2024;100.00 %
14540814;Reboisement;SF2X4C_LUE_R1;3649;0;Nouvelle Aquitaine;SOCIETE FORESTIERE;22/12/2023;26/07/2024;90.00 %
15446616;Boisement;CNPF C+for n° 144 Saint-Pierre-des-Ifs (La Poste n° 28);808;0;Normandie;Olivier GLEIZES;06/02/2024;26/07/2024;100.00 %
18187236;Boisement;SF²X4C_ MORSENT_R1 ;2695;0;Normandie;SOCIETE FORESTIERE;04/06/2024;26/07/2024;90.00 %
13706713;Boisement;Alliance Forêts Bois/GCF n°299  Limalonges (79);443;0;Nouvelle Aquitaine;Alliance Forêts bois;16/08/2023;25/07/2024;100.00 %
16184756;Boisement;Alliance Forêts Bois/ GCF n°379 Baron 2 (33);973;0;Nouvelle Aquitaine;Alliance Forêts bois;07/02/2024;25/07/2024;0.00 %
15753566;Boisement;Alliance Forêts Bois/GCF n°247 - Savignac-de-Nontron (24);312;0;Nouvelle Aquitaine;Alliance Forêts bois;12/01/2024;25/07/2024;0.00 %
13703223;Boisement;Alliance Forêts Bois/GCF n°298  Les Châteliers (79);2485;0;Nouvelle Aquitaine;Alliance Forêts bois;16/08/2023;25/07/2024;100.00 %
17043268;Boisement;Alliance Forêts Bois / GCF n°407 - Orches (86);188;0;Nouvelle Aquitaine;Alliance Forêts bois;26/03/2024;25/07/2024;0.00 %
15475913;Boisement;Alliance Forêts Bois / GCF n°355 Saint-Girons-en-Béarn ;590;0;Nouvelle Aquitaine;Alliance Forêts bois;20/12/2023;25/07/2024;0.00 %
15646377;Boisement;Alliance Forêts Bois / GCF n° 365 Bernos Beaulac;362;0;Nouvelle Aquitaine;Alliance Forêts bois;05/01/2024;25/07/2024;0.00 %
17081768;Boisement;Alliance Forêts Bois / GCF n° 415  Saint Justin (40);1167;0;Nouvelle Aquitaine;Alliance Forêts bois;27/03/2024;25/07/2024;0.00 %
13882266;Boisement;Alliance Forêts Bois/GCF n°307 Courpignac (17);517;0;Nouvelle Aquitaine;Alliance Forêts bois;31/08/2023;24/07/2024;0.00 %
17593521;Reboisement;Carbonapp n°219 Reboisement D. Belin-Béliet 20 (33);14532;0;Nouvelle Aquitaine;Carbonapp SAS;24/04/2024;24/07/2024;100.00 %
15182832;Reboisement;Reboisement_Landiras/Guillos_Socogef_P18;24482;0;Nouvelle Aquitaine;SASU SOCOGEF;28/11/2023;24/07/2024;0.00 %
12557732;Boisement;Alliance Forêts Bois/GCF n°246 - Marsaneix (24);307;0;Nouvelle Aquitaine;Alliance Forêts bois;15/05/2023;24/07/2024;0.00 %
18016445;Boisement;SF²X4C_ RANES_R1;2615;0;Normandie;SOCIETE FORESTIERE;24/05/2024;23/07/2024;88.87 %
16414453;Reboisement;MaForêt #75 Pennedepie (14);389;0;Normandie;Actiforest;20/02/2024;23/07/2024;100.00 %
11504752;Haies;STOCK CO2 n°228 - Normandie (76);585;0;Normandie;;15/02/2023;23/07/2024;56.41 %
17892560;Sobac'eco-tmm;STOCK CO2 n°266 - Grand Est (10);811;0;Grand Est;;15/05/2024;23/07/2024;0.00 %
15930109;Boisement;Carbonapp n°208 Boisement Avremesnil (76);867;0;Normandie;Carbonapp SAS;23/01/2024;23/07/2024;100.00 %
17175722;Boisement;CNPF C+for n° 164 Argences & Hotot-en-Auge (CDC n° 5);3327;0;Normandie;Olivier GLEIZES;02/04/2024;23/07/2024;100.00 %
13009377;Reboisement;Alliance Forêts Bois/GCF n°268 - Landiras 2 (33);6122;0;Nouvelle Aquitaine;Alliance Forêts bois;19/06/2023;23/07/2024;0.00 %
13874065;Boisement;SF²X4C_MARETTE_B1;3183;0;Normandie;SOCIETE FORESTIERE;31/08/2023;23/07/2024;0.00 %
13494922;Boisement;CNPF C+for n° 139 Saint-Pierre-le-Moûtier (EasyJet n° 1);4823;0;Bourgogne Franche Comté;Olivier GLEIZES;25/07/2023;22/07/2024;100.00 %
17888031;Reboisement;OKLIMA - Forêt de la Salvetat-sur-Agout;442;0;Occitanie;Oklima;15/05/2024;19/07/2024;0.00 %
14291345;Plantation de vergers;implantation 2.5hectares verger amandier;215;0;Occitanie;scea terragnere;27/09/2023;19/07/2024;0.00 %
13660676;Boisement;Alliance Forêts Bois/GCF n°296 Casaux-Villecomtal (32);718;0;Occitanie;Alliance Forêts bois;09/08/2023;19/07/2024;0.00 %
16163816;Reboisement;OKLIMA - Forêt de La-Teste-de-Buch;19899;0;Nouvelle Aquitaine;Oklima;06/02/2024;17/07/2024;90.00 %
15642437;Reboisement;Reboisement_incendie_Belin-Beliet_SOCOGEF_P25;2517;0;Nouvelle Aquitaine;SASU SOCOGEF;05/01/2024;17/07/2024;0.00 %
